2010315,Newport,Newport- United States,Outdoor,2010,A,32,"$500,000 "
2011500,Halle,Halle- Germany,Outdoor,2011,A,32,"? 750,000"
2011311,London,London- Great Britain,Outdoor,2011,A,56,"? 694,250"
2011741,Nottingham,Eastbourne- Great Britain,Outdoor,2011,A,32,"? 462,675"
2011440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2011,A,32,"? 450,000"
2011540,Wimbledon,London- Great Britain,Outdoor,2011,G,128,"£6,631,000"
2011315,Newport,Newport- United States,Outdoor,2011,A,32,"$500,000 "
2012500,Halle,Halle- Germany,Outdoor,2012,A,28,"? 750,000"
2012311,London,London- Great Britain,Outdoor,2012,A,56,"? 711,550"
2012440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2012,A,32,"? 450,000"
2012741,Nottingham,Eastbourne- Great Britain,Outdoor,2012,A,28,"? 455,700"
2012540,Wimbledon,London- Great Britain,Outdoor,2012,G,128,"£7,285,200"
2012315,Newport,Newport- United States,Outdoor,2012,A,32,"$455,750 "
201296,London Olympics,London- Great Britain,Outdoor,2012,A,64,
2013500,Halle,Halle- Germany,Outdoor,2013,A,28,"? 779,665"
2013311,London,London- Great Britain,Outdoor,2013,A,56,"? 779,665"
2013440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2013,A,32,"? 467,800"
2013741,Nottingham,Eastbourne- Great Britain,Outdoor,2013,A,28,"? 526,060"
2013540,Wimbledon,London- Great Britain,Outdoor,2013,G,128,"£10,514,000"
2013315,Newport,Newport- United States,Outdoor,2013,A,32,"$519,775 "
2014500,Halle,Halle- Germany,Outdoor,2014,A,28,"? 809,600"
2014311,London,London- Great Britain,Outdoor,2014,A,56,"? 809,600"
2014440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2014,A,32,"? 485,760"
2014741,Nottingham,Eastbourne- Great Britain,Outdoor,2014,A,28,"? 562,340"
2014540,Wimbledon,London- Great Britain,Outdoor,2014,G,128,"£11,715,000"
2014315,Newport,Newport- United States,Outdoor,2014,A,32,"$539,730 "
2015440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2015,A,28,"? 604,155"
2015321,Stuttgart,Stuttgart- Germany,Outdoor,2015,A,28,"? 642,070"
2015500,Halle,Halle- Germany,Outdoor,2015,A,32,"? 1,696,645"
2015311,London,London- Great Britain,Outdoor,2015,A,32,"? 1,696,645"
2015741,Nottingham,Nottingham- Great Britain,Outdoor,2015,A,48,"? 644,065"
2015540,Wimbledon,London- Great Britain,Outdoor,2015,G,128,"£12,568,000"
2015315,Newport,Newport- United States,Outdoor,2015,A,32,"$549,230 "
2016440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2016,A,28,"? 635,645"
2016321,Stuttgart,Stuttgart- Germany,Outdoor,2016,A,28,"? 675,645"
2016500,Halle,Halle- Germany,Outdoor,2016,A,32,"? 1,826,275"
2016311,London,London- Great Britain,Outdoor,2016,A,32,"? 1,928,610"
2016741,Nottingham,Nottingham- Great Britain,Outdoor,2016,A,48,"? 704,805"
2016540,Wimbledon,London- Great Britain,Outdoor,2016,G,128,"£13,163,000"
2016315,Newport,Newport- United States,Outdoor,2016,A,28,"$577,860 "
2017440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2017,A,28,"? 660,375"
2017321,Stuttgart,Stuttgart- Germany,Outdoor,2017,A,28,"? 701,975"
2017500,Halle,Halle- Germany,Outdoor,2017,A,32,"? 1,966,095"
2017311,London,London- Great Britain,Outdoor,2017,A,32,"? 1,966,095"
20177650,Antalya,Antalya- Turkey,Outdoor,2017,A,28,"? 497,255"
2017741,Nottingham,Eastbourne- Great Britain,Outdoor,2017,A,28,"? 693,910"
2017540,Wimbledon,London- Great Britain,Outdoor,2017,G,128,"£14,840,000"
2017315,Newport,Newport- United States,Outdoor,2017,A,28,"$600,345 "
2018321,Stuttgart,Stuttgart- Germany,Outdoor,2018,A,28,"$729,340 "
2018440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2018,A,28,"$686,080 "
2018500,Halle,Halle- Germany,Outdoor,2018,A,32,"$2,116,915 "
2018311,London,London- Great Britain,Outdoor,2018,A,32,"$2,116,915 "
20187650,Antalya,Antalya- Turkey,Outdoor,2018,A,28,"$486,145 "
2018741,Nottingham,Eastbourne- Great Britain,Outdoor,2018,A,28,"$721,085 "
2018540,Wimbledon,London- Great Britain,Outdoor,2018,G,128,"£15,982,000"
2018315,Newport,Newport- United States,Outdoor,2018,A,28,"$623,710 "
